"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","47","DELETE a Project - Negative Scenario -- @1.1 ","","Fri Nov 29 08:28:48 GMT 2024","passed","Fri Nov 29 08:28:48 GMT 2024","","","",""
"","62","POST Create new Project - Negative Scenario -- @1.1 ","","Fri Nov 29 08:28:43 GMT 2024","passed","Fri Nov 29 08:28:43 GMT 2024","","","",""
"","1293","GET active Projects -- @1.1 ","","Fri Nov 29 08:28:40 GMT 2024","passed","Fri Nov 29 08:28:42 GMT 2024","","","",""
"","2533","POST update Project -- @1.1 ","","Fri Nov 29 08:28:44 GMT 2024","passed","Fri Nov 29 08:28:47 GMT 2024","","","",""
"","1237","POST Create new Task -- @1.1 ","","Fri Nov 29 08:28:53 GMT 2024","passed","Fri Nov 29 08:28:54 GMT 2024","","","",""
"","312","GET active Task - Negative Scenario","","Fri Nov 29 08:28:59 GMT 2024","passed","Fri Nov 29 08:29:00 GMT 2024","","","",""
"","1547","GET active Project -- @1.1 ","","Fri Nov 29 08:28:43 GMT 2024","passed","Fri Nov 29 08:28:44 GMT 2024","","","",""
"","3292","GET Project collaborators -- @1.1 ","","Fri Nov 29 08:28:48 GMT 2024","failed","Fri Nov 29 08:28:51 GMT 2024","","","",""
"","53","POST reopen Task - Negative Scenario","","Fri Nov 29 08:29:10 GMT 2024","passed","Fri Nov 29 08:29:10 GMT 2024","","","",""
"","1451","DELETE a Task -- @1.1 ","","Fri Nov 29 08:29:10 GMT 2024","passed","Fri Nov 29 08:29:12 GMT 2024","","","",""
"","857","DELETE a Project -- @1.1 ","","Fri Nov 29 08:28:47 GMT 2024","passed","Fri Nov 29 08:28:48 GMT 2024","","","",""
"","48","DELETE a Task - Negative Scenario","","Fri Nov 29 08:29:12 GMT 2024","passed","Fri Nov 29 08:29:12 GMT 2024","","","",""
"","1821","GET active Tasks -- @1.1 ","","Fri Nov 29 08:28:51 GMT 2024","broken","Fri Nov 29 08:28:53 GMT 2024","","","",""
"","1270","POST close Task -- @1.1 ","","Fri Nov 29 08:29:06 GMT 2024","passed","Fri Nov 29 08:29:07 GMT 2024","","","",""
"","2694","POST reopen Task -- @1.1 ","","Fri Nov 29 08:29:08 GMT 2024","passed","Fri Nov 29 08:29:10 GMT 2024","","","",""
"","84","GET active Project - Negative Scenario","","Fri Nov 29 08:28:44 GMT 2024","passed","Fri Nov 29 08:28:44 GMT 2024","","","",""
"","612","POST close Task - Negative Scenario","","Fri Nov 29 08:29:07 GMT 2024","passed","Fri Nov 29 08:29:08 GMT 2024","","","",""
"","5260","GET active Task -- @1.1 ","","Fri Nov 29 08:28:54 GMT 2024","passed","Fri Nov 29 08:28:59 GMT 2024","","","",""
"","5873","POST update Task -- @1.1 ","","Fri Nov 29 08:29:00 GMT 2024","passed","Fri Nov 29 08:29:06 GMT 2024","","","",""
"","50","POST update Project - Negative Scenario -- @1.1 ","","Fri Nov 29 08:28:47 GMT 2024","passed","Fri Nov 29 08:28:47 GMT 2024","","","",""
"","54","POST update Task - Negative Scenario -- @1.1 ","","Fri Nov 29 08:29:06 GMT 2024","passed","Fri Nov 29 08:29:06 GMT 2024","","","",""
"","890","POST Create new Project -- @1.1 ","","Fri Nov 29 08:28:42 GMT 2024","passed","Fri Nov 29 08:28:43 GMT 2024","","","",""
"","50","GET Project collaborators - Negative Scenario","","Fri Nov 29 08:28:51 GMT 2024","passed","Fri Nov 29 08:28:51 GMT 2024","","","",""
"","93","POST Create new Task - Negative Scenario -- @1.1 ","","Fri Nov 29 08:28:54 GMT 2024","passed","Fri Nov 29 08:28:54 GMT 2024","","","",""
